epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,4313.39,0.23801,0.22692,0.80544,0.97224,0.97102,0.98626,0.95267,0.22476,0.21424,0.81653,0.000615837,0.000615837,0.000615837
81,4367.25,0.23879,0.22825,0.80604,0.97555,0.97063,0.98645,0.95288,0.21794,0.20263,0.8174,0.000613088,0.000613088,0.000613088
82,4421.08,0.23519,0.22333,0.8088,0.97564,0.97872,0.98443,0.95254,0.21981,0.20149,0.81762,0.000610339,0.000610339,0.000610339
83,4474.63,0.24283,0.23118,0.8046,0.9698,0.96577,0.9796,0.94694,0.21661,0.21905,0.8157,0.00060759,0.00060759,0.00060759
84,4528.29,0.24519,0.22333,0.80912,0.97225,0.97807,0.98567,0.95242,0.22005,0.20562,0.81641,0.000604841,0.000604841,0.000604841
85,4582.06,0.24781,0.22784,0.80704,0.98318,0.98508,0.98993,0.95773,0.22019,0.18411,0.81619,0.000602092,0.000602092,0.000602092
86,4636.27,0.24087,0.22788,0.80502,0.97609,0.97205,0.98907,0.95865,0.22085,0.19451,0.8163,0.000599343,0.000599343,0.000599343
87,4689.84,0.23941,0.22535,0.80535,0.9707,0.97097,0.98409,0.9548,0.21077,0.20466,0.81263,0.000596595,0.000596595,0.000596595
88,4743.94,0.23431,0.22009,0.80201,0.97508,0.97484,0.98529,0.95436,0.21311,0.19968,0.81433,0.000593846,0.000593846,0.000593846
89,4797.49,0.24079,0.22821,0.80939,0.97586,0.97965,0.98837,0.96,0.21409,0.18979,0.81251,0.000591097,0.000591097,0.000591097
90,4851.5,0.23919,0.22317,0.80613,0.97239,0.97166,0.98347,0.95014,0.21763,0.21478,0.81624,0.000588348,0.000588348,0.000588348
91,4905.27,0.23526,0.21812,0.80511,0.98234,0.97487,0.98772,0.95939,0.2193,0.18807,0.81738,0.000585599,0.000585599,0.000585599
92,4958.98,0.23079,0.21191,0.80438,0.97689,0.98363,0.98796,0.96012,0.20948,0.18237,0.81524,0.00058285,0.00058285,0.00058285
93,5012.55,0.2309,0.22301,0.80435,0.97187,0.97627,0.98673,0.95749,0.21113,0.19659,0.81513,0.000580101,0.000580101,0.000580101
94,5066.33,0.238,0.23419,0.80381,0.9675,0.97499,0.9839,0.95525,0.20433,0.20908,0.81177,0.000577352,0.000577352,0.000577352
95,5120.85,0.2385,0.22602,0.80556,0.97504,0.97027,0.98611,0.96027,0.2059,0.20533,0.81185,0.000574603,0.000574603,0.000574603
96,5173.37,0.23233,0.21697,0.80422,0.97225,0.98016,0.98749,0.95833,0.21579,0.19661,0.81445,0.000571854,0.000571854,0.000571854
97,5225.11,0.22147,0.209,0.79618,0.97037,0.97835,0.98516,0.95501,0.20707,0.20174,0.81425,0.000569106,0.000569106,0.000569106
98,5276.92,0.22389,0.21147,0.7996,0.96525,0.9775,0.98581,0.95501,0.21024,0.21391,0.8148,0.000566357,0.000566357,0.000566357
99,5328.87,0.22673,0.20822,0.80695,0.96953,0.98076,0.98308,0.95485,0.2101,0.20548,0.81491,0.000563608,0.000563608,0.000563608
100,5380.89,0.22263,0.20649,0.8,0.97284,0.97189,0.9841,0.95448,0.21077,0.20951,0.81583,0.000560859,0.000560859,0.000560859
101,5432.84,0.22707,0.21107,0.80391,0.96549,0.97138,0.97504,0.94469,0.2115,0.22738,0.81668,0.00055811,0.00055811,0.00055811
102,5484.66,0.2227,0.2083,0.80174,0.97478,0.97257,0.98227,0.95401,0.20337,0.20595,0.81229,0.000555361,0.000555361,0.000555361
103,5536.58,0.22419,0.2105,0.80567,0.97414,0.97248,0.98682,0.95934,0.19767,0.19739,0.81294,0.000552612,0.000552612,0.000552612
104,5588.43,0.22609,0.21614,0.80129,0.97331,0.97535,0.98606,0.95766,0.21184,0.19611,0.81369,0.000549863,0.000549863,0.000549863
105,5640.25,0.21683,0.20734,0.79702,0.9794,0.97314,0.98859,0.95845,0.2041,0.19307,0.81448,0.000547114,0.000547114,0.000547114
106,5692.34,0.22077,0.20599,0.80182,0.9698,0.96764,0.9817,0.95426,0.20265,0.21066,0.81224,0.000544365,0.000544365,0.000544365
107,5744.43,0.22025,0.20097,0.79796,0.97359,0.9649,0.97949,0.9497,0.20392,0.2203,0.81307,0.000541617,0.000541617,0.000541617
108,5796.78,0.22453,0.21412,0.80294,0.97415,0.97639,0.98423,0.95595,0.19943,0.19424,0.813,0.000538868,0.000538868,0.000538868
