epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,1329.34,0.40618,0.35785,0.80703,0.96198,0.96458,0.98136,0.9313,0.29563,0.30138,0.77634,0.00067125,0.00067125,0.00067125
71,1373.94,0.37319,0.34218,0.81269,0.96325,0.95726,0.98087,0.92938,0.30723,0.30096,0.77591,0.0006375,0.0006375,0.0006375
72,1393.17,0.36401,0.33933,0.82208,0.96751,0.94983,0.97871,0.93133,0.29527,0.31393,0.77566,0.00060375,0.00060375,0.00060375
73,1412.37,0.36398,0.32137,0.81306,0.96183,0.96212,0.98193,0.93007,0.30184,0.30085,0.77369,0.00057,0.00057,0.00057
74,1431.58,0.36327,0.32125,0.81788,0.9594,0.95535,0.98293,0.93452,0.29939,0.32055,0.77249,0.00053625,0.00053625,0.00053625
75,1450.72,0.36053,0.31383,0.81573,0.96886,0.95873,0.9841,0.93452,0.29613,0.30384,0.77232,0.0005025,0.0005025,0.0005025
76,1469.87,0.34671,0.30748,0.81835,0.95817,0.96196,0.98365,0.93195,0.30161,0.30204,0.77318,0.00046875,0.00046875,0.00046875
77,1488.62,0.35154,0.31519,0.81374,0.95082,0.96217,0.98228,0.93492,0.28707,0.29335,0.77268,0.000435,0.000435,0.000435
78,1507.26,0.35269,0.30555,0.81444,0.96334,0.95294,0.98203,0.93345,0.29169,0.30155,0.77609,0.00040125,0.00040125,0.00040125
79,1525.81,0.3365,0.29631,0.81096,0.97191,0.96069,0.98205,0.93544,0.2812,0.28539,0.77207,0.0003675,0.0003675,0.0003675
80,1544.4,0.32908,0.29442,0.81587,0.9646,0.95128,0.98127,0.93568,0.27725,0.2965,0.77202,0.00033375,0.00033375,0.00033375
