epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,4294.6,0.18438,0.17272,0.79034,0.97509,0.97816,0.98607,0.95995,0.2033,0.20697,0.76632,0.000151273,0.000151273,0.000151273
126,4329.03,0.18109,0.16925,0.78955,0.97037,0.97987,0.98706,0.95993,0.20245,0.2097,0.76638,0.000145775,0.000145775,0.000145775
127,4363.4,0.17988,0.17009,0.78795,0.97552,0.98371,0.98751,0.96184,0.1949,0.18812,0.76396,0.000140277,0.000140277,0.000140277
128,4397.84,0.18656,0.17312,0.78658,0.97627,0.98063,0.9867,0.95764,0.19753,0.19346,0.76554,0.000134779,0.000134779,0.000134779
129,4432.27,0.1809,0.16861,0.78431,0.97529,0.97074,0.98461,0.95696,0.19927,0.21099,0.76572,0.000129282,0.000129282,0.000129282
130,4466.68,0.17549,0.16412,0.78568,0.98178,0.97873,0.98667,0.96165,0.19608,0.19317,0.76499,0.000123784,0.000123784,0.000123784
131,4500.73,0.17875,0.16409,0.78806,0.97563,0.97657,0.98504,0.95856,0.19317,0.2022,0.76465,0.000118286,0.000118286,0.000118286
132,4535.02,0.17953,0.16518,0.78687,0.9769,0.9834,0.98738,0.96169,0.19228,0.19083,0.76542,0.000112788,0.000112788,0.000112788
133,4569.51,0.17662,0.16493,0.78687,0.98093,0.98303,0.98678,0.96041,0.19215,0.191,0.76493,0.00010729,0.00010729,0.00010729
134,4603.9,0.17594,0.16519,0.78881,0.979,0.9824,0.98685,0.96021,0.19283,0.19325,0.76494,0.000101793,0.000101793,0.000101793
135,4638.29,0.17951,0.16237,0.7821,0.978,0.9811,0.98849,0.963,0.19074,0.18845,0.7643,9.62948e-05,9.62948e-05,9.62948e-05
136,4672.75,0.17739,0.16552,0.78767,0.97874,0.98333,0.98785,0.96337,0.1904,0.18987,0.7639,9.0797e-05,9.0797e-05,9.0797e-05
137,4707.18,0.17126,0.15965,0.78655,0.97821,0.98297,0.98716,0.9626,0.1927,0.19251,0.7644,8.52992e-05,8.52992e-05,8.52992e-05
